Attack Team,Defense team,Date,Level,Comp,Zone,Origin,Start,Pass,Ruck,Clear,Contest,Score,Retain NEG,Retain Static,Retain Gain 1,Retain Gain +1,Retain Score,Retain HR neg,Retain HR Static,Retain HR Gain 1,Retain HR Gain +1,Lose gain neg,Lose Static,Lose Gain 1,Lose Gain +1,Lose HR neg,Lose HR Static,Lose HR Gain 1,Lose HR Gain +1,OUTCOME
SCO,FRA,2/25/2023,Elite Men International,6 Nations 2023,Own 22,Restart,1,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Lose
FRA,SCO,2/25/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,13,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Win
SCO,FRA,2/25/2023,Elite Men International,6 Nations 2023,Own 22,Turnover,1,,1,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Lose
FRA,SCO,2/25/2023,Elite Men International,6 Nations 2023,Opp 22,Lineout,1,5,2,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
FRA,SCO,2/25/2023,Elite Men International,6 Nations 2023,Own 22,Restart,1,1,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Win
SCO,FRA,2/25/2023,Elite Men International,6 Nations 2023,Own 22,Kick fielded,1,2,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Lose
FRA,SCO,2/25/2023,Elite Men International,6 Nations 2023,Own 22,Kick fielded,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
SCO,FRA,2/25/2023,Elite Men International,6 Nations 2023,Opp 50,Lineout,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
FRA,SCO,2/25/2023,Elite Men International,6 Nations 2023,Own 22,Lineout,1,2,1,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Win
SCO,FRA,2/25/2023,Elite Men International,6 Nations 2023,Opp 22,Lineout,1,2,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lose
FRA,SCO,2/25/2023,Elite Men International,6 Nations 2023,Own 22,Turnover,1,1,1,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Win
FRA,SCO,2/25/2023,Elite Men International,6 Nations 2023,Own 50,Penalty,1,,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
FRA,SCO,2/25/2023,Elite Men International,6 Nations 2023,Opp 50,Lineout,1,6,5,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Win
FRA,SCO,2/25/2023,Elite Men International,6 Nations 2023,Opp 22,Penalty,1,,,,,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Win
FRA,SCO,2/25/2023,Elite Men International,6 Nations 2023,Own 22,Restart,1,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Win
SCO,FRA,2/25/2023,Elite Men International,6 Nations 2023,Opp 22,Turnover,1,13,6,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Lose
FRA,SCO,2/25/2023,Elite Men International,6 Nations 2023,Own 50,Scrum,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
SCO,FRA,2/25/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Lose
FRA,SCO,2/25/2023,Elite Men International,6 Nations 2023,Own 22,Free-kick,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
SCO,FRA,2/25/2023,Elite Men International,6 Nations 2023,Opp 50,Lineout,1,9,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lose
FRA,SCO,2/25/2023,Elite Men International,6 Nations 2023,Own 50,Turnover,1,4,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Win
SCO,FRA,2/25/2023,Elite Men International,6 Nations 2023,Own 22,Kick fielded,1,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lose
SCO,FRA,2/25/2023,Elite Men International,6 Nations 2023,Own 22,Restart,1,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Lose
FRA,SCO,2/25/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,6,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Win
SCO,FRA,2/25/2023,Elite Men International,6 Nations 2023,Own 22,Free-kick,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Lose
FRA,SCO,2/25/2023,Elite Men International,6 Nations 2023,Own 50,Lineout,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Win
SCO,FRA,2/25/2023,Elite Men International,6 Nations 2023,Opp 50,Turnover,1,7,4,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lose
SCO,FRA,2/25/2023,Elite Men International,6 Nations 2023,Opp 50,Penalty,1,,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lose
SCO,FRA,2/25/2023,Elite Men International,6 Nations 2023,Opp 22,Lineout,1,2,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Lose
FRA,SCO,2/25/2023,Elite Men International,6 Nations 2023,Own 22,Scrum,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Win
SCO,FRA,2/25/2023,Elite Men International,6 Nations 2023,Own 50,Lineout,1,5,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Lose
FRA,SCO,2/25/2023,Elite Men International,6 Nations 2023,Own 50,Penalty,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Win
SCO,FRA,2/25/2023,Elite Men International,6 Nations 2023,Opp 50,Lineout,1,9,5,,,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Lose
SCO,FRA,2/25/2023,Elite Men International,6 Nations 2023,Own 22,Restart,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Lose
FRA,SCO,2/25/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Win
SCO,FRA,2/25/2023,Elite Men International,6 Nations 2023,Own 22,Kick fielded,1,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Lose
FRA,SCO,2/25/2023,Elite Men International,6 Nations 2023,Own 22,Kick fielded,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
SCO,FRA,2/25/2023,Elite Men International,6 Nations 2023,Opp 50,Lineout,1,2,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
FRA,SCO,2/25/2023,Elite Men International,6 Nations 2023,Own 22,Kick fielded,1,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
SCO,FRA,2/25/2023,Elite Men International,6 Nations 2023,Opp 50,Lineout,1,4,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Lose
FRA,SCO,2/25/2023,Elite Men International,6 Nations 2023,Own 22,Turnover,1,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Win
SCO,FRA,2/25/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,3,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Lose
FRA,SCO,2/25/2023,Elite Men International,6 Nations 2023,Opp 50,Scrum,1,12,5,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
FRA,SCO,2/25/2023,Elite Men International,6 Nations 2023,Opp 50,Restart,1,3,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
SCO,FRA,2/25/2023,Elite Men International,6 Nations 2023,Own 22,Kick fielded,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lose
FRA,SCO,2/25/2023,Elite Men International,6 Nations 2023,Opp 22,Penalty,1,,,,,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Win
FRA,SCO,2/25/2023,Elite Men International,6 Nations 2023,Own 22,Restart,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Win
SCO,FRA,2/25/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,8,2,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Lose
SCO,FRA,2/25/2023,Elite Men International,6 Nations 2023,Opp 50,Penalty,1,,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lose
SCO,FRA,2/25/2023,Elite Men International,6 Nations 2023,Opp 22,Scrum,1,13,8,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lose
SCO,FRA,2/25/2023,Elite Men International,6 Nations 2023,Own 50,Restart,1,12,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Lose
FRA,SCO,2/25/2023,Elite Men International,6 Nations 2023,Own 50,Turnover,1,3,1,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
FRA,SCO,2/25/2023,Elite Men International,6 Nations 2023,Own 50,Lineout,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Win
SCO,FRA,2/25/2023,Elite Men International,6 Nations 2023,Opp 50,Turnover,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lose
SCO,FRA,2/25/2023,Elite Men International,6 Nations 2023,Opp 22,Scrum,1,3,3,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lose
SCO,FRA,2/25/2023,Elite Men International,6 Nations 2023,Opp 22,Penalty,1,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lose
SCO,FRA,2/25/2023,Elite Men International,6 Nations 2023,Opp 22,Scrum,1,2,1,,,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Lose
SCO,FRA,2/25/2023,Elite Men International,6 Nations 2023,Own 22,Restart,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
FRA,SCO,2/25/2023,Elite Men International,6 Nations 2023,Opp 50,Lineout,1,4,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
FRA,SCO,2/25/2023,Elite Men International,6 Nations 2023,Opp 50,Lineout,1,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Win
SCO,FRA,2/25/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Lose
FRA,SCO,2/25/2023,Elite Men International,6 Nations 2023,Opp 50,Scrum,1,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
FRA,SCO,2/25/2023,Elite Men International,6 Nations 2023,Opp 50,Free-kick,1,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
FRA,SCO,2/25/2023,Elite Men International,6 Nations 2023,Opp 50,Scrum,1,3,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Win
SCO,FRA,2/25/2023,Elite Men International,6 Nations 2023,Own 22,Penalty,1,,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lose
SCO,FRA,2/25/2023,Elite Men International,6 Nations 2023,Own 50,Lineout,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lose
FRA,SCO,2/25/2023,Elite Men International,6 Nations 2023,Opp 50,Turnover,1,12,8,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Win
FRA,SCO,2/25/2023,Elite Men International,6 Nations 2023,Opp 22,Penalty,1,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
FRA,SCO,2/25/2023,Elite Men International,6 Nations 2023,Opp 22,Lineout,1,1,2,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Win
SCO,FRA,2/25/2023,Elite Men International,6 Nations 2023,Own 22,Scrum,1,3,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lose
FRA,SCO,2/25/2023,Elite Men International,6 Nations 2023,Opp 22,Penalty,1,3,2,,,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Own 50,Restart,1,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Own 50,Scrum,1,3,1,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Opp 22,Lineout,1,7,3,,,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Own 50,Restart,1,,1,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Win
WAL,IRE,2/5/2022,Elite Men International,6 Nations 2022,Opp 50,Kick fielded,1,3,1,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Lose
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Own 50,Kick fielded,1,6,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
WAL,IRE,2/5/2022,Elite Men International,6 Nations 2022,Own 50,Kick fielded,1,1,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Lose
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Own 22,Kick fielded,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
WAL,IRE,2/5/2022,Elite Men International,6 Nations 2022,Opp 50,Lineout,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lose
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Own 50,Turnover,1,1,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Own 50,Scrum,1,3,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
WAL,IRE,2/5/2022,Elite Men International,6 Nations 2022,Own 50,Kick fielded,1,1,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lose
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Opp 50,Penalty,1,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Opp 50,Restart,1,5,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Own 50,Scrum,1,10,4,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Opp 50,Penalty,1,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Opp 50,Restart,1,16,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Win
WAL,IRE,2/5/2022,Elite Men International,6 Nations 2022,Own 50,Turnover,1,2,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lose
WAL,IRE,2/5/2022,Elite Men International,6 Nations 2022,Own 50,Scrum,1,1,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Own 50,Kick fielded,1,,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Opp 50,Restart,1,11,9,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Opp 22,Penalty,1,,,,,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Own 50,Restart,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Win
WAL,IRE,2/5/2022,Elite Men International,6 Nations 2022,Opp 50,Turnover,1,14,6,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Own 22,Lineout,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Win
WAL,IRE,2/5/2022,Elite Men International,6 Nations 2022,Opp 22,Turnover,1,9,5,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Lose
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Own 22,Scrum,1,3,2,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Own 50,Scrum,1,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Win
WAL,IRE,2/5/2022,Elite Men International,6 Nations 2022,Opp 50,Turnover,1,9,6,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Own 22,Scrum,1,3,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
WAL,IRE,2/5/2022,Elite Men International,6 Nations 2022,Opp 50,Kick fielded,1,3,1,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lose
WAL,IRE,2/5/2022,Elite Men International,6 Nations 2022,Opp 50,Scrum,1,2,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Lose
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Own 22,Penalty,1,,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Own 50,Lineout,1,3,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Win
WAL,IRE,2/5/2022,Elite Men International,6 Nations 2022,Opp 50,Turnover,1,14,8,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Lose
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Own 50,Scrum,1,26,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Win
WAL,IRE,2/5/2022,Elite Men International,6 Nations 2022,Own 22,Turnover,1,2,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Lose
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Own 22,Kick fielded,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
WAL,IRE,2/5/2022,Elite Men International,6 Nations 2022,Opp 50,Lineout,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lose
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Own 50,Turnover,1,1,2,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Own 50,Scrum,1,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Own 50,Penalty,1,,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Opp 50,Lineout,1,22,14,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
WAL,IRE,2/5/2022,Elite Men International,6 Nations 2022,Own 22,Lineout,1,2,2,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lose
WAL,IRE,2/5/2022,Elite Men International,6 Nations 2022,Own 22,Restart,1,1,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Opp 50,Kick fielded,1,9,4,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Opp 50,Penalty,1,,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Opp 22,Lineout,1,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Opp 22,Penalty,1,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Opp 22,Lineout,1,5,1,,,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Own 22,Restart,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Win
WAL,IRE,2/5/2022,Elite Men International,6 Nations 2022,Own 50,Lineout,1,6,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Lose
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Own 22,Kick fielded,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
WAL,IRE,2/5/2022,Elite Men International,6 Nations 2022,Opp 50,Lineout,1,9,4,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Lose
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Own 50,Scrum,1,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Win
WAL,IRE,2/5/2022,Elite Men International,6 Nations 2022,Own 50,Turnover,1,22,6,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Lose
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Own 50,Penalty,1,,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Opp 50,Lineout,1,17,7,,,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Own 22,Restart,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Win
WAL,IRE,2/5/2022,Elite Men International,6 Nations 2022,Own 50,Lineout,1,3,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Lose
WAL,IRE,2/5/2022,Elite Men International,6 Nations 2022,Opp 50,Penalty,1,,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lose
WAL,IRE,2/5/2022,Elite Men International,6 Nations 2022,Opp 22,Lineout,1,1,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Lose
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Own 22,Lineout,1,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
WAL,IRE,2/5/2022,Elite Men International,6 Nations 2022,Opp 50,Lineout,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lose
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Own 50,Turnover,1,2,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Win
WAL,IRE,2/5/2022,Elite Men International,6 Nations 2022,Own 50,Turnover,1,12,5,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Lose
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Opp 50,Scrum,1,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Opp 50,Penalty,1,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Opp 22,Lineout,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Win
WAL,IRE,2/5/2022,Elite Men International,6 Nations 2022,Own 22,Penalty,1,,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lose
WAL,IRE,2/5/2022,Elite Men International,6 Nations 2022,Own 50,Lineout,1,2,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lose
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Opp 50,Turnover,1,3,,,,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Own 50,Restart,1,8,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Win
WAL,IRE,2/5/2022,Elite Men International,6 Nations 2022,Opp 50,Turnover,1,13,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lose
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Own 50,Penalty,1,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Own 50,Lineout,1,4,2,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Opp 50,Lineout,1,5,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
WAL,IRE,2/5/2022,Elite Men International,6 Nations 2022,Own 22,Kick fielded,1,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Opp 50,Lineout,1,10,6,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Opp 50,Penalty,1,,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Opp 22,Lineout,1,,1,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Opp 22,Penalty,1,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/5/2022,Elite Men International,6 Nations 2022,Opp 22,Lineout,1,1,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Win
WAL,IRE,2/5/2022,Elite Men International,6 Nations 2022,Own 22,Scrum,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lose
